word_segment,instances,prominence
ཀྱི་,8,4.324324324324325
འི་,7,3.783783783783784
རྩ་,6,3.2432432432432434
མ་,6,3.2432432432432434
ཤེས་,6,3.2432432432432434
ས་,5,2.7027027027027026
སེམས་,5,2.7027027027027026
ན་,5,2.7027027027027026
ར་,5,2.7027027027027026
མི་,5,2.7027027027027026
དེ་,5,2.7027027027027026
ལུས་,4,2.1621621621621623
འོ,4,2.1621621621621623
དང་,4,2.1621621621621623
དེ་ལས་,3,1.6216216216216217
སུམ་ཅུ་རྩ་གཉིས་,3,1.6216216216216217
ནས་,3,1.6216216216216217
གནས་པ,3,1.6216216216216217
ཤེས་པ,3,1.6216216216216217
ཏེ,3,1.6216216216216217
ནི་,3,1.6216216216216217
ལ,2,1.0810810810810811
གསུམ་,2,1.0810810810810811
བྱུང་,2,1.0810810810810811
ཉིས་,2,1.0810810810810811
བརྒྱ་,2,1.0810810810810811
འཁོར་ལོ་,2,1.0810810810810811
བཞི་,2,1.0810810810810811
བྱང་ཆུབ་,2,1.0810810810810811
ཐིག་ལེ་,2,1.0810810810810811
ཤེས,2,1.0810810810810811
རྒྱལ་པོ,2,1.0810810810810811
བཞུགས་,2,1.0810810810810811
རྣམས་,2,1.0810810810810811
རྐྱང་མ་,2,1.0810810810810811
རོ་,2,1.0810810810810811
ཀུན་,2,1.0810810810810811
འད,2,1.0810810810810811
དེ་ཡང་,1,0.5405405405405406
ལྟེ་བ,1,0.5405405405405406
ཞག་,1,0.5405405405405406
རེ་རེ་,1,0.5405405405405406
ལ་རྩ་,1,0.5405405405405406
འཕེལ་བ་,1,0.5405405405405406
འབྱུང་,1,0.5405405405405406
ངོ་,1,0.5405405405405406
ཆགས་པ,1,0.5405405405405406
དེས་ན་,1,0.5405405405405406
གདོད་མ་,1,0.5405405405405406
གྲུབ་པ,1,0.5405405405405406
ཀུན་རྫོབ་,1,0.5405405405405406
རླུང་,1,0.5405405405405406
འདྲེས་པ,1,0.5405405405405406
ས,1,0.5405405405405406
རྒྱལ་པོ་,1,0.5405405405405406
དེ་དེ,1,0.5405405405405406
བརྟེན་,1,0.5405405405405406
དེ,1,0.5405405405405406
ཕྱིར་,1,0.5405405405405406
རྟེན་,1,0.5405405405405406
སོ,1,0.5405405405405406
གནས་ལུགས་,1,0.5405405405405406
གནད་,1,0.5405405405405406
དུ་,1,0.5405405405405406
སྒོམ་,1,0.5405405405405406
འགྱུར་,1,0.5405405405405406
རོ,1,0.5405405405405406
བསྒོམས་,1,0.5405405405405406
ཀྱང་,1,0.5405405405405406
ཡེ་ཤེས་,1,0.5405405405405406
འཆར་,1,0.5405405405405406
འབབ་པ,1,0.5405405405405406
བདེ་བ་,1,0.5405405405405406
ཆེན་པོ,1,0.5405405405405406
གནས་,1,0.5405405405405406
སུ་,1,0.5405405405405406
འཛག་པ,1,0.5405405405405406
ནང་,1,0.5405405405405406
རྣམ་པ་,1,0.5405405405405406
གཙོ་,1,0.5405405405405406
མོ་,1,0.5405405405405406
སྟེ,1,0.5405405405405406
མ,1,0.5405405405405406
ཤེས་རབ་,1,0.5405405405405406
རང་བཞིན་,1,0.5405405405405406
ཐབས་,1,0.5405405405405406
ཡང་དག་,1,0.5405405405405406
གནས,1,0.5405405405405406
དབུས་,1,0.5405405405405406
གཟུང་,1,0.5405405405405406
འཛིན་པ་,1,0.5405405405405406
རྣམ་པ,1,0.5405405405405406
སྤངས,1,0.5405405405405406
